1,0,1,ASUNCION
2,1,1,CONCEPCION
3,1,1,BELEN
4,1,1,AZOTEY
5,1,1,HORQUETA
6,1,1,LORETO
7,1,1,SAN CARLOS DEL APA
8,1,1,SAN LAZARO
9,1,1,YBYYAU
10,2,1,SAN PEDRO DEL Y.
11,2,1,25 DE DICIEMBRE
12,2,1,ANTEQUERA
13,2,1,CAPIIVARY
14,2,1,CHORE
15,2,1,GRAL.ELIZARDO AQUINO
16,2,1,GRAL. F. RESQUIN
17,2,1,GUAJAYVI
18,2,1,ITAC. DEL ROSARIO
19,2,1,LIMA
20,2,1,NUEVA GERMANIA
21,2,1,SAN ESTANISLAO
22,2,1,SAN PABLO
23,2,1,STA.ROSA DEL AGUARAY
24,2,1,TACUATI
25,2,1,UNION
26,2,1,VILLA DEL ROSARIO
27,2,1,YATAITY DEL NORTE
28,2,1,YRYBUCUA
29,3,1,CAACUPE
30,3,1,1RO. DE MARZO
31,3,1,ALTOS
32,3,1,ARROYOS Y ESTEROS
33,3,1,ATYRA
34,3,1,CARAGUATAY
35,3,1,EMBOSCADA
36,3,1,EUSEBIO AYALA
37,3,1,ISLA PUCU
38,3,1,ITAC.DE LA CORDILLER
39,3,1,JUAN DE MENA
40,3,1,LOMA GRANDE
41,3,1,MBOCAYATY DEL YHAGUY
42,3,1,NUEVA COLOMBIA
43,3,1,PIRIBEBUY
44,3,1,SAN BERNARDINO
45,3,1,SAN JOSE OBRERO
46,3,1,SANTA ELENA
47,3,1,TOBATI
48,3,1,VALENZUELA
49,4,1,VILLARRICA
50,4,1,BORJA
51,4,1,CAP. M. JOSE TROCHE
52,4,1,CORONEL MARTINEZ
53,4,1,DR. BOTRELL
54,4,1,FELIX PEREZ CARDOZO
55,4,1,GRAL. E. A. GARAY
56,4,1,INDEPENDENCIA
57,4,1,ITAPE
58,4,1,ITURBE
59,4,1,JOSE A. FASSARDI
60,4,1,MBOCAYATY DEL GUAIRA
61,4,1,NATALICIO TALAVERA
62,4,1,ÑUMI
63,4,1,PASO YOBAI
64,4,1,SAN SALVADOR
65,4,1,TEBICUARY
66,4,1,YATAITY DEL GUAIRA
67,5,1,CORONEL OVIEDO
68,5,1,3 DE FEBRERO
69,5,1,CAAGUAZU
70,5,1,CARAYAO
71,5,1,DR. CECILIO BAEZ
72,5,1,DR.J. E.ESTIGARRIBIA
73,5,1,DR. JUAN M. FRUTOS
74,5,1,JOSE DOMINGO OCAMPOS
75,5,1,LA PASTORA
76,5,1,FRANCISCO S.LOPEZ
77,5,1,NUEVA LONDRES
78,5,1,R.I. 3 CORRALES
79,5,1,RAUL ARSENIO OVIEDO
80,5,1,REPATRIACION
81,5,1,SAN JOAQUIN
82,5,1,SAN J.DE LOS ARROYOS
83,5,1,STA.ROSA DEL MBUTUY
84,5,1,SIMON BOLIVAR
85,5,1,TEMBIAPORA
86,5,1,VAQUERIA
87,5,1,YHU
88,6,1,CAAZAPA
89,6,1,ABAI
90,6,1,BUENA VISTA
91,6,1,DR. MOISES BERTONI
92,6,1,FULGENCIO YEGROS
93,6,1,GRAL.MORINIGO
94,6,1,MACIEL
95,6,1,SAN JUAN NEPOMUCENO
96,6,1,TAVAI
97,6,1,YUTY
98,7,1,ENCARNACION
99,7,1,ALTO VERA
100,7,1,BELLA VISTA
101,7,1,CAMBYRETA
102,7,1,CAPITAN MEZA
103,7,1,CAPITAN MIRANDA
104,7,1,CARLOS ANTONIO LOPEZ
105,7,1,CARMEN DEL PARANA
106,7,1,CORONEL BOGADO
107,7,1,EDELIRA
108,7,1,FRAM
109,7,1,GENERAL ARTIGAS
110,7,1,GENERAL DELGADO
111,7,1,HOHENAU
112,7,1,ITAPUA POTY
113,7,1,JESUS
114,7,1,JOSE LEANDRO OVIEDO
115,7,1,LA PAZ
116,7,1,MAYOR OTAÑO
117,7,1,NATALIO
118,7,1,NUEVA ALBORADA
119,7,1,OBLIGADO
120,7,1,PIRAPO
121,7,1,SAN COSME Y DAMIAN
122,7,1,SAN JUAN DEL PARANA
123,7,1,SAN PEDRO DEL PARANA
124,7,1,SAN RAFAEL DEL PARAN
125,7,1,TOMAS ROMERO PEREIRA
126,7,1,TRINIDAD
127,7,1,YATYTAY
128,8,1,SAN JUAN BAUTISTA
129,8,1,AYOLAS
130,8,1,SAN IGNACIO
131,8,1,SAN MIGUEL
132,8,1,SAN PATRICIO
133,8,1,SANTA MARIA
134,8,1,SANTA ROSA
135,8,1,SANTIAGO
136,8,1,VILLA FLORIDA
137,8,1,YAVEVYRY
138,9,1,PARAGUARI
139,9,1,ACAHAY
140,9,1,CAAPUCU
141,9,1,CARAPEGUA
142,9,1,ESCOBAR
143,9,1,GRAL. B. CABALLERO
144,9,1,LA COLMENA
145,9,1,MBUYAPEY
146,9,1,PIRAYU
147,9,1,QUIINDY
148,9,1,QUYQUYHO
149,9,1,SAN ROQUE GONZALEZ
150,9,1,SAPUCAI
151,9,1,TEBICUARYMI
152,9,1,YAGUARON
153,9,1,YBYCUI
154,9,1,YBYTYMI
155,10,1,CIUDAD DEL ESTE
156,10,1,DR. J. L. MALLORQUIN
157,10,1,DOMINGO M. DE IRALA
158,10,1,HERNANDARIAS
159,10,1,IRUÑA
160,10,1,ITAKYRY
161,10,1,JUAN E. O'LEARY
162,10,1,LOS CEDRALES
163,10,1,MBARACAYU
164,10,1,MINGA GUAZU
165,10,1,MINGA PORA
166,10,1,NARANJAL
167,10,1,ÑACUNDAY
168,10,1,PRESIDENTE FRANCO
169,10,1,SAN ALBERTO
170,10,1,SAN CRISTOBAL
171,10,1,SANTA FE DEL PARANA
172,10,1,SANTA RITA
173,10,1,STA. ROSA DEL MONDAY
174,10,1,YGUAZU
175,11,1,AREGUA
176,11,1,CAPIATA
177,11,1,FERNANDO DE LA MORA
178,11,1,GUARAMBARE
179,11,1,ITA
180,11,1,ITAUGUA
181,11,1,J. AUGUSTO SALDIVAR
182,11,1,LAMBARE
183,11,1,LIMPIO
184,11,1,LUQUE
185,11,1,MARIANO R. ALONSO
186,11,1,NUEVA ITALIA
187,11,1,ÑEMBY
188,11,1,SAN ANTONIO
189,11,1,SAN LORENZO
190,11,1,VILLA ELISA
191,11,1,VILLETA
192,11,1,YPACARAI
193,11,1,YPANE
194,12,1,PILAR
195,12,1,ALBERDI
196,12,1,CERRITO
197,12,1,DESMOCHADOS
198,12,1,GRAL. JOSE E. DIAZ
199,12,1,GUAZU CUA
200,12,1,HUMAITA
201,12,1,ISLA UMBU
202,12,1,LAURELES
203,12,1,MAYOR J. MARTINEZ
204,12,1,PASO DE PATRIA
205,12,1,SAN JUAN BAUTISTA
206,12,1,TACUARAS
207,12,1,VILLA FRANCA
208,12,1,VILLA OLIVA
209,12,1,VILLALBIN
210,13,1,PEDRO J. CABALLERO
211,13,1,BELLA VISTA
212,13,1,CAPITAN BADO
213,14,1,SALTO DEL GUAIRA
214,14,1,CORPUS CHRISTI
215,14,1,FRANCISCO C. ALVAREZ
216,14,1,ITANARA
217,14,1,KATUETE
218,14,1,LA PALOMA
219,14,1,NUEVA ESPERANZA
220,14,1,SAN ISIDRO CURUGUATY
221,14,1,VILLA YGATIMI
222,14,1,YASY CAÑY
223,14,1,YPE JHU
